,length,reward,success,agent_velocity,agent_acceleration,agent_angular_change,max_acceleration,max_velocity
2542,1,-3.000654237692293,False,0.3,0.3,5.306122124096172,0.1956070115730828,0.5868210347192484
2543,44,2.991063922796469,True,0.9164443158973831,0.24574043805550627,0.627728697533594,0.545041406475604,1.6351242194268119
2544,40,-3.03361175307606,False,0.9544779463894428,0.21681502241722894,0.3442164480552025,0.3466502080169289,1.0399506240507868
2545,29,2.9955326446229527,True,0.9365566310644902,0.1586185268400063,0.32378465757244373,0.32860418585819007,0.9858125575745702
2546,110,2.9483914825820765,True,0.9527024808448264,0.1940740462844503,0.3554376372109781,0.21192167133469436,0.6357650140040831
2547,108,2.9482000248233797,True,0.9776471059023598,0.16134055497845984,0.2060356136840323,0.07844293027333885,0.23532879082001654
2548,200,2.8020820960606856,True,0.9787345397094761,0.17010664790126173,0.19646502042479608,0.23908013126893507,0.7172403938068053
2549,115,2.9313886398843314,True,0.9847602236104612,0.12076009279433807,0.9460074269236926,0.047349003073237673,0.14204700921971303
2550,155,2.877719798476511,True,0.9889801294773404,0.0895222051468779,0.08738661939985042,0.017865718745921317,0.053597156237763954
2551,103,-3.101617820332978,False,0.9284901721739728,0.23928280022942966,0.31679581852704947,0.33119245725159774,0.9935773717547932
2552,61,-3.069255695657179,False,0.9628099627567888,0.17332902919569093,0.2459195869672299,0.14594143977750695,0.43782431933252086
2553,167,2.953397549629744,True,0.9410933170071468,0.21886315102830256,0.46439490420970364,0.166236249527174,0.49870874858152203
2554,33,-3.034606098566903,False,0.660187401808936,0.2826931120796,0.32587412052960907,0.6064450025869564,1.8193350077608694
2555,37,-3.016468624803748,False,0.9076744741305977,0.21634094740146895,0.30828405964644395,0.24931677883278858,0.7479503364983657
2556,65,2.980571869623766,True,0.9711563270644583,0.09894657348482362,0.18067631428960695,0.08168610358205315,0.24505831074615947
2557,130,-3.1399850567052576,False,0.9893491183720006,0.05521322705248503,0.1028528716931255,0.3407829898596866,1.0223489695790597
2558,142,2.902029916601365,True,0.9786115249894465,0.1473939503279932,0.17850990632748848,0.4060101085195793,1.218030325558738
2559,50,2.990870100905414,True,0.9653219684740748,0.15692874865063328,0.2571266204078732,0.22125993938031865,0.663779818140956
2560,10,-3.0046417572567443,False,0.8778138749454488,0.18661965293742794,0.8930149127478421,0.09577205713467614,0.28731617140402843
2561,62,-3.064080237157334,False,0.9379272246991027,0.20511718657032918,0.21917634880634013,0.31991175600293525,0.9597352680088058
2562,1,-3.000456543082835,False,0.30000000000000004,0.30000000000000004,0.10829830397334517,0.5245782600611808,1.5737347801835424
2563,112,2.9642653804222068,True,0.9559480014531941,0.2017253418119654,0.3604553816017949,0.4212167360966708,1.2636502082900125
2564,1,-3.00178257860846,False,0.29999999999999993,0.29999999999999993,5.872874377088113,0.5206840665727106,1.5620521997181318
2565,166,-3.1113376132605626,False,0.9703288075121335,0.11223983986273305,0.11821045434318508,0.2279202206268113,0.6837606618804339
2566,50,-3.04303254676552,False,0.8235585495019645,0.23906329917169125,0.43968340694332897,0.5882778758809178,1.7648336276427536
2567,14,-3.0193714373755896,False,0.8413138984993817,0.2862596968687585,0.3434585953460746,0.23415327855686355,0.7024598356705907
2568,179,2.836966909269156,True,0.9854953665462969,0.11377365321615347,0.4806334510299153,0.31935219760575184,0.9580565928172555
2569,134,2.9058903552229713,True,0.9809347410486855,0.11471357974748135,0.15348004323619616,0.13115603190076947,0.3934680957023084
2570,137,-3.143582087901948,False,0.884560714629054,0.22311057312473492,0.27315966848716644,0.5176817224024992,1.5530451672074976
2571,80,2.965470964238225,True,0.963952066916999,0.10076378059584049,0.16747123904768568,0.48444908156232885,1.4533472446869866
2572,3,-3.0018614841442637,False,0.5371359284969913,0.3,0.47031709140046346,0.6379124751231565,1.9137374253694697
2573,58,2.981613705080681,True,0.960101548244585,0.22187781406916246,0.3428954145156181,0.09980108130175631,0.29940324390526896
2574,110,2.937629465945474,True,0.9789967798429791,0.13165265059477935,0.44547561179590595,0.09987013022226605,0.2996103906667982
2575,62,-3.062452354207158,False,0.9405550437713427,0.22157925081930493,0.3193500616649767,0.3550651666208694,1.0651954998626083
2576,169,2.8863308324084866,True,0.9678538124473327,0.17900368047555953,0.24266330229898295,0.2926468586989598,0.8779405760968794
2577,67,-3.019118870546766,False,0.9687248371616336,0.18075300842436948,1.1522373418080392,0.12721552102125316,0.3816465630637595
2578,10,-3.0127200954975475,False,0.85344876503828,0.276222936153183,0.8353884451836073,0.4762096867580903,1.4286290602742708
2579,438,-3.041299135619523,False,0.9627013344335889,0.2279268834013397,0.49145200332610117,0.4994059229688733,1.49821776890662
2580,140,2.9191038492671924,True,0.9829990662951887,0.12958264964463895,0.13088273732059733,0.022411057737747726,0.06723317321324318
2581,72,2.9732042256779616,True,0.9714899528566411,0.12433506871494512,0.21209294061230574,0.0840742352352466,0.2522227057057398
2582,79,2.9683795115432825,True,0.9709901826002999,0.14648383167578888,0.20415085984672807,0.1834532488149097,0.5503597464447292
2583,59,2.9816483294340426,True,0.9647402477179938,0.20937190207222503,0.5055482734884282,0.3361903493882737,1.0085710481648211
2584,234,2.7401496337307067,True,0.9802745440714834,0.17019926320620957,0.19928564274040075,0.11098817335403943,0.3329645200621183
2585,1,-3.0010624152331093,False,0.3,0.3,0.4841779473378083,0.07396334177175623,0.2218900253152687
2586,125,2.9201636059232836,True,0.9809095944836165,0.13370828478225863,0.1877289786669984,0.08602290173623646,0.2580687052087094
2587,274,2.802216332790945,True,0.9747613017627188,0.1436056113653375,0.18206289572481685,0.09634651062480551,0.28903953187441656
