,length,reward,success,agent_velocity,agent_acceleration,agent_angular_change,alignment
3007,52,-3.0280442173685422,False,0.8914203402269082,0.22782430720243654,0.35207420313429155,2.079174831036502
3008,138,2.917478545866435,True,0.9793731113518781,0.1594030435800578,0.7879461516279924,7.891074493435054
3009,33,-3.034617289053016,False,0.9546613515652002,0.19606452660847135,0.35175791365336473,9.557216976906979
3010,31,2.9949144763685145,True,0.9356023530132159,0.2948631532080358,1.4246406059007075,6.319851699049739
3011,73,2.974584230746088,True,0.9783789080996492,0.1689679085698133,0.9361979525713651,4.505766477450934
3012,116,-3.0950046002367158,False,0.9626623904129881,0.19605858683815663,0.20962298173701288,5.908516203519221
3013,57,2.9819011738742724,True,0.9694160932718057,0.14109073831445862,0.21832984874697503,1.8616094229368174
3014,99,-3.047306796891644,False,0.9306242590687392,0.23562147337489672,0.4710058701706796,9.69451901533686
3015,141,2.901650302094758,True,0.9813554540737458,0.15075436144726512,0.192842139140368,8.008368136908713
3016,197,2.8111834081052702,True,0.9769554196092255,0.1448133512383116,0.5575082258679228,4.126939559390314
3017,128,-3.0857673720691485,False,0.9742110930408873,0.15312854705108855,0.558601687582016,4.220141521604656
3018,97,2.9542360216146566,True,0.9739246209313269,0.11590370648231879,0.16774510837653234,8.534690821323641
3019,46,2.9896510587346623,True,0.9408640501645573,0.16479164723185988,0.42841417055854863,7.391423074888003
3020,206,2.7856448060189734,True,0.9865819220805179,0.09024038173296922,0.14706374854653984,9.381273439720774
3021,175,2.859327726617129,True,0.9597756457394699,0.18846331401901015,0.2578582431602701,8.138084689248597
3022,64,2.9781208534965495,True,0.9618796217915017,0.16848619995652828,0.19171511182911619,6.164914102832283
3023,186,-3.1519827157347784,False,0.9724358052094243,0.1258965815519054,0.13468318122901443,2.947071106901279
3024,1,-3.001480965393345,False,0.3,0.3,6.468626652035944,4.191681772062429
3025,176,2.8382527249636587,True,0.9828793925469305,0.0909260164512815,0.13079143350362604,3.0126144485766506
3026,156,2.8836128434527306,True,0.9759255613990345,0.14636590896822213,0.18261063738438152,5.448908653787995
3027,266,2.7535632270318406,True,0.9865555593745311,0.08842240501322528,0.09411177946030255,3.7165878282246076
3028,134,2.9069051729093967,True,0.9885495851272287,0.061805993330577486,0.09389449564486159,2.5462776530310673
3029,185,2.8311595208504117,True,0.9861245722421248,0.13909204887606405,0.16660511122223387,5.305625726752754
3030,109,2.937201883977779,True,0.9791786413225994,0.07771931116218829,0.12598152004550653,7.314956902209676
3031,57,-3.065449922827001,False,0.875775477899011,0.24446587201133738,0.28910158140765707,6.568441240879186
3032,51,-3.0896403428881407,False,0.9636238197559774,0.1943015659624562,0.20680456055221846,2.107072894313231
3033,65,2.976684170299847,True,0.9768913160610238,0.11036613372150075,0.12566465229868637,8.243891332261066
